,Date,Year,Open,High,Low,Close,Volume
0,2019-01-02,2019,128.99000549316406,137.50999450683594,128.55999755859375,135.67999267578125,28146200
1,2019-01-03,2019,134.69000244140625,137.1699981689453,131.1199951171875,131.74000549316406,22717900
2,2019-01-04,2019,134.00999450683594,138.0,133.75,137.9499969482422,29002100
3,2019-01-07,2019,137.55999755859375,138.8699951171875,135.91000366210938,138.0500030517578,20089300
4,2019-01-08,2019,139.88999938964844,143.13999938964844,139.5399932861328,142.52999877929688,26263800
5,2019-01-09,2019,142.9499969482422,144.6999969482422,141.27000427246094,144.22999572753906,22205900
6,2019-01-10,2019,143.0800018310547,144.55999755859375,140.83999633789062,144.1999969482422,16125000
7,2019-01-11,2019,143.14999389648438,145.36000061035156,142.57000732421875,143.8000030517578,12908000
8,2019-01-14,2019,142.0,146.57000732421875,141.27000427246094,145.38999938964844,20520300
9,2019-01-15,2019,146.00999450683594,150.67999267578125,145.99000549316406,148.9499969482422,24069000
10,2019-01-16,2019,149.0,149.64999389648438,147.0,147.5399932861328,18025700
11,2019-01-17,2019,146.9499969482422,149.0,146.5,148.3000030517578,15787900
12,2019-01-18,2019,149.75,152.42999267578125,148.5500030517578,150.0399932861328,31029600
13,2019-01-22,2019,149.1999969482422,151.52999877929688,146.3699951171875,147.57000732421875,22378700
14,2019-01-23,2019,148.27999877929688,148.8000030517578,143.05999755859375,144.3000030517578,20098400
15,2019-01-24,2019,144.63999938964844,146.44000244140625,142.52000427246094,145.8300018310547,20955500
16,2019-01-25,2019,147.47999572753906,149.8300018310547,146.5399932861328,149.00999450683594,22237200
17,2019-01-28,2019,148.0500030517578,148.9600067138672,146.2100067138672,147.47000122070312,15508500
18,2019-01-29,2019,148.08999633789062,148.10000610351562,143.42999267578125,144.19000244140625,17632100
19,2019-01-30,2019,146.22000122070312,150.9499969482422,145.6999969482422,150.4199981689453,44613200
20,2019-01-31,2019,165.60000610351562,171.67999267578125,165.0,166.69000244140625,77233600
21,2019-02-01,2019,165.83999633789062,169.10000610351562,165.66000366210938,165.7100067138672,30806500
22,2019-02-04,2019,165.6999969482422,169.3000030517578,163.6199951171875,169.25,20036000
23,2019-02-05,2019,169.14999389648438,171.97999572753906,168.69000244140625,171.16000366210938,22557000
24,2019-02-06,2019,171.1999969482422,172.47000122070312,169.27000427246094,170.49000549316406,13281200
25,2019-02-07,2019,168.1999969482422,169.24000549316406,165.25,166.3800048828125,17517600
26,2019-02-08,2019,164.47000122070312,167.3699951171875,164.2100067138672,167.3300018310547,12561400
27,2019-02-11,2019,167.89999389648438,168.3000030517578,165.0800018310547,165.7899932861328,12811200
28,2019-02-12,2019,166.86000061035156,168.33999633789062,164.5,165.0399932861328,16292300
29,2019-02-13,2019,165.3800048828125,166.22000122070312,163.72999572753906,164.07000732421875,14205100
30,2019-02-14,2019,163.19000244140625,164.8699951171875,162.25,163.9499969482422,12755200
31,2019-02-15,2019,164.50999450683594,164.6999969482422,160.86000061035156,162.5,15504400
32,2019-02-19,2019,160.5,164.14999389648438,160.3300018310547,162.2899932861328,14345400
33,2019-02-20,2019,162.25,163.72000122070312,161.25,162.55999755859375,11770700
34,2019-02-21,2019,161.92999267578125,162.24000549316406,159.58999633789062,160.0399932861328,15607800
35,2019-02-22,2019,160.5800018310547,162.41000366210938,160.30999755859375,161.88999938964844,15858500
36,2019-02-25,2019,163.07000732421875,166.07000732421875,162.89999389648438,164.6199951171875,18737100
37,2019-02-26,2019,164.33999633789062,166.24000549316406,163.8000030517578,164.1300048828125,13784100
38,2019-02-27,2019,162.89999389648438,163.92999267578125,160.41000366210938,162.80999755859375,12697500
39,2019-02-28,2019,162.3699951171875,163.5,160.86000061035156,161.4499969482422,11114200
40,2019-03-01,2019,162.60000610351562,163.1300048828125,161.69000244140625,162.27999877929688,11097800
41,2019-03-04,2019,163.89999389648438,167.5,163.8300018310547,167.3699951171875,18894700
42,2019-03-05,2019,167.3699951171875,171.8800048828125,166.5500030517578,171.25999450683594,28187900
43,2019-03-06,2019,172.89999389648438,173.57000732421875,171.27000427246094,172.50999450683594,21531700
44,2019-03-07,2019,171.5,171.74000549316406,167.61000061035156,169.1300048828125,18306500
45,2019-03-08,2019,166.1999969482422,169.6199951171875,165.97000122070312,169.60000610351562,13184800
46,2019-03-11,2019,171.60000610351562,174.3000030517578,171.5800018310547,172.07000732421875,18884000
47,2019-03-12,2019,172.08999633789062,173.8000030517578,171.22000122070312,171.9199981689453,12155300
48,2019-03-13,2019,172.32000732421875,174.02999877929688,172.1199951171875,173.3699951171875,11973300
49,2019-03-14,2019,169.75999450683594,171.14999389648438,168.16000366210938,170.1699981689453,18037400
50,2019-03-15,2019,167.16000366210938,167.5800018310547,162.50999450683594,165.97999572753906,37135400
51,2019-03-18,2019,163.57000732421875,163.89999389648438,159.27999877929688,160.47000122070312,37524200
52,2019-03-19,2019,161.47999572753906,163.82000732421875,160.82000732421875,161.57000732421875,25611500
53,2019-03-20,2019,161.5,166.1199951171875,161.24000549316406,165.44000244140625,20211500
54,2019-03-21,2019,164.88999938964844,166.38999938964844,163.75,166.0800018310547,16223000
55,2019-03-22,2019,165.64999389648438,167.4199981689453,164.08999633789062,164.33999633789062,16389200
56,2019-03-25,2019,163.0,166.5399932861328,162.0,166.2899932861328,12631200
57,2019-03-26,2019,167.35000610351562,169.4499969482422,166.35000610351562,167.67999267578125,15437900
58,2019-03-27,2019,167.85000610351562,168.94000244140625,164.7899932861328,165.8699951171875,10620300
59,2019-03-28,2019,164.57000732421875,166.72000122070312,163.3300018310547,165.5500030517578,10443000
60,2019-03-29,2019,166.38999938964844,167.19000244140625,164.80999755859375,166.69000244140625,13455500
61,2019-04-01,2019,167.8300018310547,168.89999389648438,167.27999877929688,168.6999969482422,10381500
62,2019-04-02,2019,170.13999938964844,174.89999389648438,169.5500030517578,174.1999969482422,23946500
63,2019-04-03,2019,174.5,177.9600067138672,172.9499969482422,173.5399932861328,27391100
64,2019-04-04,2019,176.02000427246094,178.0,175.52999877929688,176.02000427246094,17847700
65,2019-04-05,2019,176.8800048828125,177.0,175.10000610351562,175.72000122070312,9594100
66,2019-04-08,2019,175.2100067138672,175.5,174.22999572753906,174.92999267578125,7297400
67,2019-04-09,2019,175.6199951171875,179.19000244140625,175.5500030517578,177.5800018310547,19751000
68,2019-04-10,2019,178.17999267578125,178.7899932861328,176.5399932861328,177.82000732421875,11701500
69,2019-04-11,2019,178.24000549316406,178.39999389648438,177.0,177.50999450683594,8071000
70,2019-04-12,2019,178.0,179.6300048828125,177.9499969482422,179.10000610351562,12329800
71,2019-04-15,2019,178.5,180.5,176.8699951171875,179.64999389648438,10834800
72,2019-04-16,2019,179.0,180.1699981689453,178.3000030517578,178.8699951171875,11215200
73,2019-04-17,2019,179.60000610351562,180.7400054931641,178.36000061035156,178.77999877929688,9973700
74,2019-04-18,2019,178.8000030517578,178.8800048828125,177.33999633789062,178.27999877929688,11655600
75,2019-04-22,2019,178.25,181.6699981689453,178.25,181.44000244140625,13389900
76,2019-04-23,2019,182.7400054931641,184.22000122070312,181.47999572753903,183.77999877929688,19954800
77,2019-04-24,2019,184.4900054931641,185.13999938964844,181.6499938964844,182.5800018310547,37289900
78,2019-04-25,2019,196.97999572753903,198.47999572753903,192.1199951171875,193.25999450683597,54148800
79,2019-04-26,2019,192.5,192.8999938964844,189.08999633789065,191.4900054931641,22075000
80,2019-04-29,2019,190.9499969482422,195.41000366210935,190.6499938964844,194.77999877929688,19641300
81,2019-04-30,2019,194.19000244140625,197.38999938964844,192.27999877929688,193.3999938964844,23494700
82,2019-05-01,2019,194.77999877929688,196.17999267578125,193.00999450683597,193.02999877929688,15996600
83,2019-05-02,2019,193.0,194.0,189.75,192.52999877929688,13209500
84,2019-05-03,2019,194.3800048828125,196.16000366210935,193.7100067138672,195.47000122070312,14575400
85,2019-05-06,2019,191.2400054931641,194.27999877929688,190.5500030517578,193.8800048828125,13994900
86,2019-05-07,2019,192.5399932861328,192.8999938964844,187.8500061035156,189.7700042724609,16253000
87,2019-05-08,2019,189.38999938964844,190.72000122070312,188.5500030517578,189.5399932861328,12505700
88,2019-05-09,2019,187.1999969482422,189.7700042724609,186.25999450683597,188.6499938964844,12967000
89,2019-05-10,2019,188.25,190.0,184.58999633789065,188.33999633789065,12578500
90,2019-05-13,2019,183.5,185.42999267578125,180.83999633789065,181.5399932861328,16833300
91,2019-05-14,2019,182.5200042724609,183.4900054931641,178.10000610351562,180.72999572753903,17628100
92,2019-05-15,2019,180.4199981689453,187.27999877929688,180.02000427246094,186.2700042724609,16746900
93,2019-05-16,2019,185.0500030517578,188.5800018310547,185.0500030517578,186.9900054931641,12953100
94,2019-05-17,2019,184.83999633789065,187.5800018310547,184.27999877929688,185.3000030517578,10485400
95,2019-05-20,2019,181.8800048828125,184.22999572753903,181.3699951171875,182.72000122070312,10352000
96,2019-05-21,2019,184.57000732421875,185.6999969482422,183.88999938964844,184.82000732421875,7502800
97,2019-05-22,2019,184.72999572753903,186.7400054931641,183.6100006103516,185.32000732421875,9213800
98,2019-05-23,2019,182.4199981689453,183.8999938964844,179.6699981689453,180.8699951171875,12768800
99,2019-05-24,2019,182.3300018310547,183.6300048828125,180.8300018310547,181.05999755859372,8807700
100,2019-05-28,2019,181.5399932861328,184.7100067138672,181.4499969482422,184.30999755859372,14843300
