,Date,Year,Open,High,Low,Close,Volume
101,2019-05-29,2019,183.5,184.55999755859372,181.3500061035156,182.19000244140625,12797700
102,2019-05-30,2019,183.0800018310547,183.47999572753903,180.88999938964844,183.00999450683597,8581500
103,2019-05-31,2019,180.27999877929688,180.5399932861328,177.16000366210938,177.47000122070312,15226500
104,2019-06-03,2019,175.0,175.0500030517578,161.00999450683594,164.14999389648438,56059600
105,2019-06-04,2019,163.7100067138672,168.27999877929688,160.83999633789062,167.5,46044300
106,2019-06-05,2019,167.47999572753906,168.72000122070312,164.6300048828125,168.1699981689453,19758300
107,2019-06-06,2019,168.3000030517578,169.6999969482422,167.22999572753906,168.3300018310547,12446400
108,2019-06-07,2019,170.1699981689453,173.8699951171875,168.83999633789062,173.35000610351562,16917300
109,2019-06-10,2019,174.75,177.86000061035156,173.8000030517578,174.82000732421875,14767900
110,2019-06-11,2019,178.47999572753906,179.97999572753906,176.7899932861328,178.10000610351562,15266600
111,2019-06-12,2019,178.3800048828125,179.27000427246094,172.8800048828125,175.0399932861328,17699800
112,2019-06-13,2019,175.52999877929688,178.02999877929688,174.61000061035156,177.47000122070312,12253600
113,2019-06-14,2019,180.50999450683597,181.83999633789065,180.0,181.3300018310547,16773700
114,2019-06-17,2019,185.00999450683597,189.5,184.41000366210935,189.00999450683597,29459900
115,2019-06-18,2019,194.0,194.52999877929688,187.27999877929688,188.47000122070312,37571400
116,2019-06-19,2019,187.0,188.1000061035156,184.5500030517578,187.47999572753903,21417100
117,2019-06-20,2019,190.9499969482422,191.16000366210935,187.63999938964844,189.52999877929688,14635700
118,2019-06-21,2019,188.75,192.0,188.75,191.13999938964844,22751200
119,2019-06-24,2019,192.4199981689453,193.97999572753903,191.57000732421875,192.6000061035156,15509000
120,2019-06-25,2019,192.8800048828125,193.13999938964844,188.1300048828125,188.83999633789065,16750300
121,2019-06-26,2019,189.5399932861328,190.75999450683597,187.30999755859372,187.66000366210935,12808600
122,2019-06-27,2019,189.8800048828125,198.8800048828125,188.2700042724609,189.5,11159000
123,2019-06-28,2019,190.5500030517578,193.1999969482422,189.94000244140625,193.0,16378900
124,2019-07-01,2019,195.2100067138672,195.27999877929688,191.92999267578125,193.0,14181800
125,2019-07-02,2019,193.0,195.0,192.7100067138672,195.0,9050000
126,2019-07-03,2019,194.16000366210935,197.3999938964844,194.16000366210935,197.1999969482422,10246100
127,2019-07-05,2019,196.17999267578125,197.07000732421875,194.1699981689453,196.3999938964844,11164100
128,2019-07-08,2019,195.19000244140625,196.67999267578125,193.63999938964844,195.75999450683597,9723900
129,2019-07-09,2019,194.97000122070312,199.4600067138672,194.88999938964844,199.2100067138672,14698600
130,2019-07-10,2019,200.0,202.9600067138672,199.6699981689453,202.72999572753903,20571700
131,2019-07-11,2019,203.25999450683597,203.8000030517578,200.2100067138672,201.22999572753903,13678500
132,2019-07-12,2019,199.67999267578125,205.3000030517578,199.16000366210935,204.8699951171875,15366300
133,2019-07-15,2019,204.25,205.3300018310547,201.82000732421875,203.91000366210935,16030300
134,2019-07-16,2019,203.88999938964844,205.47000122070312,203.1000061035156,203.83999633789065,12132700
135,2019-07-17,2019,204.17999267578125,204.3600006103516,201.58999633789065,201.8000030517578,12083700
136,2019-07-18,2019,200.1499938964844,202.47000122070312,199.3800048828125,200.77999877929688,11937900
137,2019-07-19,2019,202.17999267578125,202.3300018310547,198.07000732421875,198.3600006103516,12098300
138,2019-07-22,2019,199.91000366210935,202.57000732421875,198.80999755859372,202.32000732421875,13589000
139,2019-07-23,2019,202.83999633789065,204.2400054931641,200.9600067138672,202.3600006103516,14583700
140,2019-07-24,2019,197.6300048828125,204.80999755859372,197.22000122070312,204.66000366210935,32532500
141,2019-07-25,2019,206.6999969482422,208.66000366210935,198.25999450683597,200.7100067138672,39889900
142,2019-07-26,2019,200.19000244140625,202.8800048828125,196.25,199.75,24434000
143,2019-07-29,2019,199.0,199.6300048828125,195.3000030517578,195.94000244140625,16530800
144,2019-07-30,2019,195.38999938964844,198.7100067138672,193.5,197.0399932861328,11903600
145,2019-07-31,2019,196.9499969482422,198.75999450683597,192.67999267578125,194.22999572753903,14593500
146,2019-08-01,2019,194.1699981689453,198.47000122070312,190.8800048828125,192.72999572753903,17777000
147,2019-08-02,2019,191.1000061035156,192.6199951171875,188.07000732421875,189.0200042724609,15297000
148,2019-08-05,2019,184.69000244140625,185.6699981689453,179.33999633789062,181.72999572753903,23086700
149,2019-08-06,2019,183.69000244140625,185.7899932861328,183.08999633789065,184.50999450683597,18035700
150,2019-08-07,2019,183.6000061035156,186.3699951171875,181.22000122070312,185.1499938964844,15833200
151,2019-08-08,2019,186.6199951171875,190.33999633789065,184.0500030517578,190.16000366210935,14828900
152,2019-08-09,2019,190.0,190.97999572753903,187.1199951171875,187.8500061035156,11058800
153,2019-08-12,2019,186.8500061035156,187.58999633789065,184.4600067138672,185.3699951171875,10930900
154,2019-08-13,2019,185.5200042724609,191.3800048828125,185.3699951171875,188.4499969482422,13577000
155,2019-08-14,2019,185.8000030517578,185.9900054931641,179.30999755859375,179.7100067138672,18903700
156,2019-08-15,2019,180.9499969482422,183.1999969482422,180.02999877929688,182.58999633789065,12925900
157,2019-08-16,2019,183.75,185.1000061035156,182.3600006103516,183.6999969482422,12654600
158,2019-08-19,2019,186.00999450683597,187.5,184.8500061035156,186.1699981689453,9691200
159,2019-08-20,2019,185.4499969482422,186.0,182.38999938964844,183.80999755859372,10083400
160,2019-08-21,2019,185.0,185.8999938964844,183.13999938964844,183.5500030517578,8398200
161,2019-08-22,2019,183.42999267578125,184.1100006103516,179.91000366210938,182.0399932861328,10821400
162,2019-08-23,2019,180.83999633789065,183.1300048828125,176.66000366210938,177.75,17323400
163,2019-08-26,2019,179.39999389648438,180.5,178.24000549316406,180.3600006103516,8773600
164,2019-08-27,2019,181.92999267578125,184.0399932861328,181.00999450683597,181.3000030517578,14399600
165,2019-08-28,2019,180.52999877929688,181.9499969482422,178.9199981689453,181.75999450683597,9386100
166,2019-08-29,2019,183.7700042724609,186.0800018310547,183.47000122070312,185.57000732421875,10128700
167,2019-08-30,2019,186.77999877929688,186.8000030517578,183.4600067138672,185.6699981689453,10774500
168,2019-09-03,2019,184.0,185.6699981689453,182.1100006103516,182.38999938964844,9779400
169,2019-09-04,2019,184.6499938964844,187.75,183.88999938964844,187.13999938964844,11308000
170,2019-09-05,2019,188.52999877929688,191.3600006103516,187.94000244140625,190.8999938964844,13876700
171,2019-09-06,2019,190.2100067138672,190.2100067138672,186.3500061035156,187.4900054931641,15226800
172,2019-09-09,2019,187.72999572753903,188.97999572753903,185.8500061035156,188.75999450683597,14722400
173,2019-09-10,2019,187.44000244140625,188.1000061035156,184.5500030517578,186.1699981689453,15455900
174,2019-09-11,2019,186.4600067138672,189.44000244140625,186.0800018310547,188.4900054931641,11761700
175,2019-09-12,2019,189.8600006103516,190.92999267578125,187.22999572753903,187.47000122070312,11419800
176,2019-09-13,2019,187.3300018310547,187.97000122070312,186.5399932861328,187.19000244140625,11441100
177,2019-09-16,2019,186.92999267578125,187.7899932861328,185.7700042724609,186.22000122070312,8444800
178,2019-09-17,2019,186.66000366210935,188.32000732421875,185.5399932861328,188.0800018310547,9671100
179,2019-09-18,2019,188.08999633789065,189.0800018310547,186.00999450683597,188.13999938964844,9681900
180,2019-09-19,2019,188.66000366210935,191.1000061035156,188.1499938964844,190.13999938964844,10392700
181,2019-09-20,2019,190.66000366210935,193.1000061035156,188.1199951171875,189.92999267578125,19934200
182,2019-09-23,2019,189.33999633789065,190.1000061035156,185.2100067138672,186.82000732421875,13327600
183,2019-09-24,2019,187.97999572753903,188.0399932861328,180.38999938964844,181.27999877929688,18546600
184,2019-09-25,2019,181.4499969482422,183.4199981689453,177.8699951171875,182.8000030517578,18068300
185,2019-09-26,2019,181.3300018310547,181.3999938964844,177.6699981689453,180.11000061035156,16083300
186,2019-09-27,2019,180.4900054931641,180.75999450683597,175.66000366210938,177.10000610351562,14656200
187,2019-09-30,2019,177.8699951171875,178.6699981689453,176.85000610351562,178.0800018310547,10740000
188,2019-10-01,2019,179.14999389648438,179.83999633789062,174.8800048828125,175.80999755859375,17073000
189,2019-10-02,2019,174.83999633789062,176.52999877929688,173.08999633789062,174.60000610351562,16151700
190,2019-10-03,2019,175.57000732421875,179.83999633789062,173.6300048828125,179.3800048828125,16086300
191,2019-10-04,2019,179.5500030517578,180.97999572753903,178.10000610351562,180.4499969482422,10430200
192,2019-10-07,2019,180.0,181.17999267578125,178.08999633789062,179.67999267578125,9178300
193,2019-10-08,2019,178.25999450683594,180.3699951171875,177.72000122070312,177.75,9466900
194,2019-10-09,2019,179.16000366210938,180.72000122070312,177.94000244140625,179.85000610351562,7556900
195,2019-10-10,2019,180.32000732421875,181.6100006103516,179.1699981689453,180.02999877929688,8605000
196,2019-10-11,2019,182.1499938964844,186.4900054931641,182.13999938964844,184.19000244140625,14930500
197,2019-10-14,2019,184.1999969482422,184.6199951171875,182.57000732421875,183.27999877929688,7006000
198,2019-10-15,2019,183.8000030517578,190.3800048828125,183.66000366210935,188.88999938964844,15039100
199,2019-10-16,2019,188.32000732421875,189.6999969482422,186.8999938964844,189.5500030517578,10516900
200,2019-10-17,2019,190.3000030517578,190.83999633789065,188.7700042724609,190.38999938964844,9603000
201,2019-10-18,2019,190.22999572753903,191.4900054931641,183.9199981689453,185.8500061035156,16874200
202,2019-10-21,2019,187.0399932861328,189.91000366210935,186.75,189.75999450683597,8122600
203,2019-10-22,2019,190.0,190.6499938964844,181.5,182.33999633789065,19537600
204,2019-10-23,2019,182.00999450683597,186.3800048828125,182.0,186.1499938964844,12300400
205,2019-10-24,2019,184.6199951171875,186.72999572753903,182.8000030517578,186.3800048828125,11413500
206,2019-10-25,2019,185.8300018310547,189.0,185.08999633789065,187.88999938964844,8061200
207,2019-10-28,2019,187.1999969482422,189.52999877929688,185.0800018310547,189.3999938964844,13657900
208,2019-10-29,2019,191.69000244140625,192.52999877929688,188.47000122070312,189.30999755859372,13574900
209,2019-10-30,2019,189.55999755859372,190.4499969482422,185.97999572753903,188.25,28734600
210,2019-10-31,2019,196.6999969482422,198.08999633789065,188.25,191.6499938964844,42286500
211,2019-11-01,2019,192.8500061035156,194.1100006103516,189.91000366210935,193.6199951171875,21711800
212,2019-11-04,2019,194.5500030517578,197.3699951171875,193.80999755859372,194.72000122070312,16371300
213,2019-11-05,2019,195.3699951171875,195.75,193.6000061035156,194.32000732421875,9942000
214,2019-11-06,2019,194.02999877929688,194.3699951171875,191.3500061035156,191.5500030517578,10973000
215,2019-11-07,2019,191.91000366210935,193.44000244140625,189.47000122070312,190.4199981689453,13473000
216,2019-11-08,2019,190.0,192.33999633789065,189.6999969482422,190.83999633789065,10760800
217,2019-11-11,2019,189.92999267578125,190.0800018310547,188.5399932861328,189.6100006103516,8631200
218,2019-11-12,2019,190.0,195.05999755859372,189.7400054931641,194.47000122070312,17615500
219,2019-11-13,2019,194.6999969482422,195.6999969482422,192.7400054931641,193.19000244140625,10860700
220,2019-11-14,2019,192.92999267578125,194.02999877929688,191.4499969482422,193.1499938964844,9040500
221,2019-11-15,2019,194.25999450683597,195.3000030517578,193.3800048828125,195.1000061035156,11524300
222,2019-11-18,2019,194.55999755859372,198.6300048828125,193.0500030517578,197.3999938964844,16167200
223,2019-11-19,2019,197.3999938964844,200.0,196.8600006103516,199.32000732421875,19056800
224,2019-11-20,2019,198.5800018310547,199.58999633789065,195.42999267578125,197.50999450683597,12355400
225,2019-11-21,2019,197.4199981689453,199.08999633789065,196.8600006103516,197.92999267578125,12131000
226,2019-11-22,2019,198.3800048828125,199.3000030517578,197.6199951171875,198.82000732421875,9959800
227,2019-11-25,2019,199.5200042724609,200.97000122070312,199.25,199.7899932861328,15272300
228,2019-11-26,2019,200.0,200.1499938964844,198.0399932861328,198.97000122070312,11735500
229,2019-11-27,2019,199.8999938964844,203.13999938964844,199.4199981689453,202.0,12736600
230,2019-11-29,2019,201.6000061035156,203.8000030517578,201.2100067138672,201.63999938964844,7985200
231,2019-12-02,2019,202.1300048828125,202.17999267578125,198.0500030517578,199.6999969482422,11503400
232,2019-12-03,2019,197.6000061035156,198.92999267578125,195.0800018310547,198.82000732421875,11595300
233,2019-12-04,2019,200.0,200.02999877929688,198.0500030517578,198.7100067138672,8456300
234,2019-12-05,2019,199.8600006103516,201.2899932861328,198.2100067138672,199.3600006103516,9740400
235,2019-12-06,2019,200.5,201.57000732421875,200.05999755859372,201.0500030517578,12270600
236,2019-12-09,2019,200.6499938964844,203.13999938964844,200.2100067138672,201.33999633789065,11954800
237,2019-12-10,2019,201.66000366210935,202.0500030517578,200.1499938964844,200.8699951171875,9475700
238,2019-12-11,2019,200.27999877929688,202.6300048828125,200.27999877929688,202.25999450683597,8036800
239,2019-12-12,2019,202.3500061035156,203.66000366210935,194.1000061035156,196.75,23734800
240,2019-12-13,2019,196.3999938964844,196.8000030517578,193.1699981689453,194.1100006103516,18798000
241,2019-12-16,2019,195.2700042724609,199.1199951171875,194.80999755859372,197.9199981689453,14911500
242,2019-12-17,2019,198.83999633789065,199.0,196.1300048828125,198.38999938964844,10175700
243,2019-12-18,2019,200.08999633789065,204.3000030517578,200.08999633789065,202.5,23274400
244,2019-12-19,2019,202.77999877929688,206.3000030517578,202.50999450683597,206.05999755859372,16514600
245,2019-12-20,2019,207.47999572753903,207.7100067138672,203.42999267578125,206.3000030517578,27306900
246,2019-12-23,2019,206.6999969482422,208.58999633789065,205.67999267578125,206.17999267578125,13348900
247,2019-12-24,2019,206.3000030517578,206.7899932861328,205.0,205.1199951171875,6046300
248,2019-12-26,2019,205.57000732421875,207.82000732421875,205.30999755859372,207.7899932861328,9350700
249,2019-12-27,2019,208.6699981689453,208.92999267578125,206.58999633789065,208.1000061035156,10284200
250,2019-12-30,2019,207.8600006103516,207.8999938964844,203.8999938964844,204.41000366210935,10524300
251,2019-12-31,2019,204.0,205.55999755859372,203.6000061035156,205.25,8953500
