Year,Month,Open,High,Low,Close,Volume
2020,9,267.9161900111607,271.64666748046875,262.50238327752976,266.5519053141276,23767395.23809524
2020,10,270.58999911221593,274.08409118652344,266.4831834272905,269.7809101451527,20640981.818181816
2020,11,276.38600006103513,279.5330017089844,272.28150177001953,276.3064987182617,17838580.0
2020,12,276.4404560435902,280.01227084073156,272.6531815962358,276.53090737082744,16540954.545454545
2021,1,266.1910536916632,269.92737137643917,261.1236853348581,264.6094737805818,23822794.736842107
2021,2,265.94841886821547,269.66052727950245,262.85210378546464,266.33789383737667,16725010.52631579
2021,3,274.6991285241169,280.150866964589,271.3813038701596,275.50695668096125,21626813.04347826
2021,4,307.90809413364957,310.81285894484745,304.7057117280506,307.7538103376116,20059890.476190478
2021,5,316.59849853515624,320.23499603271483,313.6849960327148,317.3359970092773,17671185.0
2021,6,335.7536357532848,339.2813651344993,332.80408963290125,336.42590886896306,15673200.0
2021,7,352.98428780691967,356.97857084728423,349.22523716517856,353.3771449497768,15971942.857142856
2021,8,361.6268227317116,365.6172707297585,359.10090775923294,363.01682073419744,10277868.181818182
2021,9,365.0557134719122,367.67952328636534,360.5361894880022,363.96714274088544,16100466.666666666
2021,10,341.6099853515625,345.010009765625,338.6400146484375,343.010009765625,14789507.0
